session_id,window_start,window_end,nb_gpt_calls,nb_used_suggestions,nb_modified_suggestions,nb_rejected_suggestions,nb_accepted_as_it_is_suggestions,nb_sentences_total,nb_sentences_full_GPT,nb_sentences_full_user,nb_sentences_GPT_user,GAI_dependence,writing_autonomy,writing_collaboration
e0435f4cf6fc435c872ffc5b66b66b0c,2021-08-16 07:10:41.033,2021-08-16 07:11:41.033,2,2,1,0,1,3,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333
e0435f4cf6fc435c872ffc5b66b66b0c,2021-08-16 07:11:41.033,2021-08-16 07:12:41.033,1,1,0,0,1,3,1,2,0,0.3333333333333333,0.6666666666666666,0.0
e0435f4cf6fc435c872ffc5b66b66b0c,2021-08-16 07:12:41.033,2021-08-16 07:13:41.033,2,1,0,1,1,3,1,2,0,0.3333333333333333,0.6666666666666666,0.0
e0435f4cf6fc435c872ffc5b66b66b0c,2021-08-16 07:13:41.033,2021-08-16 07:14:41.033,1,1,1,0,0,2,0,1,1,0.0,0.5,0.5
e0435f4cf6fc435c872ffc5b66b66b0c,2021-08-16 07:14:41.033,2021-08-16 07:15:41.033,1,1,1,0,0,2,0,2,0,0.0,1.0,0.0
e0435f4cf6fc435c872ffc5b66b66b0c,2021-08-16 07:15:41.033,2021-08-16 07:16:41.033,1,1,0,0,1,3,1,2,0,0.3333333333333333,0.6666666666666666,0.0
74517c6eb89c46fab708de3e3d7c53db,2021-08-19 21:33:38.597,2021-08-19 21:34:38.597,2,0,0,2,0,4,0,1,3,0.0,0.25,0.75
74517c6eb89c46fab708de3e3d7c53db,2021-08-19 21:34:38.597,2021-08-19 21:35:38.597,3,2,1,1,1,3,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333
74517c6eb89c46fab708de3e3d7c53db,2021-08-19 21:35:38.597,2021-08-19 21:36:38.597,1,1,0,0,1,2,0,1,1,0.0,0.5,0.5
74517c6eb89c46fab708de3e3d7c53db,2021-08-19 21:36:38.597,2021-08-19 21:37:38.597,2,1,1,1,0,2,0,1,1,0.0,0.5,0.5
74517c6eb89c46fab708de3e3d7c53db,2021-08-19 21:37:38.597,2021-08-19 21:38:38.597,2,0,0,2,0,2,0,2,0,0.0,1.0,0.0
74517c6eb89c46fab708de3e3d7c53db,2021-08-19 21:38:38.597,2021-08-19 21:39:38.597,1,1,1,0,0,2,0,1,1,0.0,0.5,0.5
74517c6eb89c46fab708de3e3d7c53db,2021-08-19 21:39:38.597,2021-08-19 21:40:38.597,2,0,0,2,0,2,0,2,0,0.0,1.0,0.0
74517c6eb89c46fab708de3e3d7c53db,2021-08-19 21:40:38.597,2021-08-19 21:41:38.597,2,1,0,1,1,3,1,2,0,0.3333333333333333,0.6666666666666666,0.0
74517c6eb89c46fab708de3e3d7c53db,2021-08-19 21:41:38.597,2021-08-19 21:42:38.597,1,1,0,0,1,3,0,3,0,0.0,1.0,0.0
74517c6eb89c46fab708de3e3d7c53db,2021-08-19 21:42:38.597,2021-08-19 21:43:38.597,0,0,0,0,0,2,0,2,0,0.0,1.0,0.0
74517c6eb89c46fab708de3e3d7c53db,2021-08-19 21:43:38.597,2021-08-19 21:44:38.597,1,1,0,0,1,3,1,2,0,0.3333333333333333,0.6666666666666666,0.0
91e0856327a04acb8f366faea281f072,2021-08-24 19:17:04.521,2021-08-24 19:18:04.521,0,0,0,0,0,7,0,1,6,0.0,0.1428571428571428,0.8571428571428571
91e0856327a04acb8f366faea281f072,2021-08-24 19:18:04.521,2021-08-24 19:19:04.521,0,0,0,0,0,3,0,3,0,0.0,1.0,0.0
91e0856327a04acb8f366faea281f072,2021-08-24 19:19:04.521,2021-08-24 19:20:04.521,1,0,0,1,0,2,0,2,0,0.0,1.0,0.0
91e0856327a04acb8f366faea281f072,2021-08-24 19:20:04.521,2021-08-24 19:21:04.521,1,0,0,1,0,2,0,2,0,0.0,1.0,0.0
91e0856327a04acb8f366faea281f072,2021-08-24 19:21:04.521,2021-08-24 19:22:04.521,0,0,0,0,0,2,0,2,0,0.0,1.0,0.0
91e0856327a04acb8f366faea281f072,2021-08-24 19:22:04.521,2021-08-24 19:23:04.521,0,0,0,0,0,2,0,2,0,0.0,1.0,0.0
91e0856327a04acb8f366faea281f072,2021-08-24 19:23:04.521,2021-08-24 19:24:04.521,1,1,0,0,1,3,1,2,0,0.3333333333333333,0.6666666666666666,0.0
91e0856327a04acb8f366faea281f072,2021-08-24 19:24:04.521,2021-08-24 19:25:04.521,0,0,0,0,0,2,0,2,0,0.0,1.0,0.0
91e0856327a04acb8f366faea281f072,2021-08-24 19:25:04.521,2021-08-24 19:26:04.521,1,0,0,1,0,2,0,2,0,0.0,1.0,0.0
91e0856327a04acb8f366faea281f072,2021-08-24 19:26:04.521,2021-08-24 19:27:04.521,1,1,0,0,1,4,0,4,0,0.0,1.0,0.0
91e0856327a04acb8f366faea281f072,2021-08-24 19:27:04.521,2021-08-24 19:28:04.521,1,1,0,0,1,4,1,3,0,0.25,0.75,0.0
ba931f5050e7409ebba26e00d532cc7c,2021-08-20 11:09:59.574,2021-08-20 11:10:59.574,1,0,0,1,0,4,0,2,2,0.0,0.5,0.5
ba931f5050e7409ebba26e00d532cc7c,2021-08-20 11:10:59.574,2021-08-20 11:11:59.574,0,0,0,0,0,3,0,3,0,0.0,1.0,0.0
ba931f5050e7409ebba26e00d532cc7c,2021-08-20 11:11:59.574,2021-08-20 11:12:59.574,1,1,0,0,1,2,0,1,1,0.0,0.5,0.5
ba931f5050e7409ebba26e00d532cc7c,2021-08-20 11:12:59.574,2021-08-20 11:13:59.574,0,0,0,0,0,1,0,1,0,0.0,1.0,0.0
ba931f5050e7409ebba26e00d532cc7c,2021-08-20 11:13:59.574,2021-08-20 11:14:59.574,0,0,0,0,0,1,0,1,0,0.0,1.0,0.0
ba931f5050e7409ebba26e00d532cc7c,2021-08-20 11:14:59.574,2021-08-20 11:15:59.574,1,1,0,0,1,3,1,2,0,0.3333333333333333,0.6666666666666666,0.0
ba931f5050e7409ebba26e00d532cc7c,2021-08-20 11:15:59.574,2021-08-20 11:16:59.574,2,0,0,2,0,2,0,2,0,0.0,1.0,0.0
ba931f5050e7409ebba26e00d532cc7c,2021-08-20 11:16:59.574,2021-08-20 11:17:59.574,0,0,0,0,0,1,0,1,0,0.0,1.0,0.0
ba931f5050e7409ebba26e00d532cc7c,2021-08-20 11:17:59.574,2021-08-20 11:18:59.574,1,0,0,1,0,3,0,3,0,0.0,1.0,0.0
ba931f5050e7409ebba26e00d532cc7c,2021-08-20 11:18:59.574,2021-08-20 11:19:59.574,0,0,0,0,0,3,0,3,0,0.0,1.0,0.0
ba931f5050e7409ebba26e00d532cc7c,2021-08-20 11:19:59.574,2021-08-20 11:20:59.574,0,0,0,0,0,3,0,3,0,0.0,1.0,0.0
ba931f5050e7409ebba26e00d532cc7c,2021-08-20 11:20:59.574,2021-08-20 11:21:59.574,0,0,0,0,0,1,0,1,0,0.0,1.0,0.0
128bac319cb14dadaaf5c30c3a8ac5cb,2021-09-02 07:35:18.935,2021-09-02 07:36:18.935,7,7,0,0,7,14,7,3,4,0.5,0.2142857142857142,0.2857142857142857
128bac319cb14dadaaf5c30c3a8ac5cb,2021-09-02 07:36:18.935,2021-09-02 07:37:18.935,3,2,0,1,2,6,2,4,0,0.3333333333333333,0.6666666666666666,0.0
128bac319cb14dadaaf5c30c3a8ac5cb,2021-09-02 07:37:18.935,2021-09-02 07:38:18.935,5,4,2,1,2,8,2,5,1,0.25,0.625,0.125
128bac319cb14dadaaf5c30c3a8ac5cb,2021-09-02 07:38:18.935,2021-09-02 07:39:18.935,4,2,0,2,2,7,1,6,0,0.1428571428571428,0.8571428571428571,0.0
128bac319cb14dadaaf5c30c3a8ac5cb,2021-09-02 07:39:18.935,2021-09-02 07:40:18.935,5,4,0,1,4,8,4,4,0,0.5,0.5,0.0
128bac319cb14dadaaf5c30c3a8ac5cb,2021-09-02 07:40:18.935,2021-09-02 07:41:18.935,7,5,1,2,4,7,2,3,2,0.2857142857142857,0.4285714285714285,0.2857142857142857
128bac319cb14dadaaf5c30c3a8ac5cb,2021-09-02 07:41:18.935,2021-09-02 07:42:18.935,6,5,0,1,5,8,3,3,2,0.375,0.375,0.25
128bac319cb14dadaaf5c30c3a8ac5cb,2021-09-02 07:42:18.935,2021-09-02 07:43:18.935,5,5,1,0,4,7,4,2,1,0.5714285714285714,0.2857142857142857,0.1428571428571428
128bac319cb14dadaaf5c30c3a8ac5cb,2021-09-02 07:43:18.935,2021-09-02 07:44:18.935,7,6,0,1,6,11,6,5,0,0.5454545454545454,0.4545454545454545,0.0
128bac319cb14dadaaf5c30c3a8ac5cb,2021-09-02 07:44:18.935,2021-09-02 07:45:18.935,2,2,0,0,2,5,1,3,1,0.2,0.6,0.2
fa68c16d925c4ec08cbb9e393982aca9,2021-08-26 03:51:09.978,2021-08-26 03:52:09.978,0,0,0,0,0,8,0,1,7,0.0,0.125,0.875
fa68c16d925c4ec08cbb9e393982aca9,2021-08-26 03:52:09.978,2021-08-26 03:53:09.978,0,0,0,0,0,4,0,4,0,0.0,1.0,0.0
fa68c16d925c4ec08cbb9e393982aca9,2021-08-26 03:53:09.978,2021-08-26 03:54:09.978,0,0,0,0,0,3,0,3,0,0.0,1.0,0.0
fa68c16d925c4ec08cbb9e393982aca9,2021-08-26 03:54:09.978,2021-08-26 03:55:09.978,0,0,0,0,0,3,0,3,0,0.0,1.0,0.0
fa68c16d925c4ec08cbb9e393982aca9,2021-08-26 03:55:09.978,2021-08-26 03:56:09.978,0,0,0,0,0,4,0,4,0,0.0,1.0,0.0
fa68c16d925c4ec08cbb9e393982aca9,2021-08-26 03:56:09.978,2021-08-26 03:57:09.978,0,0,0,0,0,2,0,2,0,0.0,1.0,0.0
fa68c16d925c4ec08cbb9e393982aca9,2021-08-26 03:57:09.978,2021-08-26 03:58:09.978,0,0,0,0,0,2,0,2,0,0.0,1.0,0.0
fa68c16d925c4ec08cbb9e393982aca9,2021-08-26 03:58:09.978,2021-08-26 03:59:09.978,0,0,0,0,0,3,0,3,0,0.0,1.0,0.0
fa68c16d925c4ec08cbb9e393982aca9,2021-08-26 03:59:09.978,2021-08-26 04:00:09.978,0,0,0,0,0,2,0,2,0,0.0,1.0,0.0
fa68c16d925c4ec08cbb9e393982aca9,2021-08-26 04:00:09.978,2021-08-26 04:01:09.978,0,0,0,0,0,2,0,2,0,0.0,1.0,0.0
02a0a1349a8045bd969dfc3948ec4796,2021-08-29 07:13:30.834,2021-08-29 07:14:30.834,1,0,0,1,0,2,0,1,1,0.0,0.5,0.5
02a0a1349a8045bd969dfc3948ec4796,2021-08-29 07:14:30.834,2021-08-29 07:15:30.834,2,1,1,1,0,3,0,3,0,0.0,1.0,0.0
02a0a1349a8045bd969dfc3948ec4796,2021-08-29 07:15:30.834,2021-08-29 07:16:30.834,1,1,0,0,1,4,1,3,0,0.25,0.75,0.0
02a0a1349a8045bd969dfc3948ec4796,2021-08-29 07:16:30.834,2021-08-29 07:17:30.834,1,1,1,0,0,5,0,5,0,0.0,1.0,0.0
02a0a1349a8045bd969dfc3948ec4796,2021-08-29 07:17:30.834,2021-08-29 07:18:30.834,1,1,0,0,1,3,0,3,0,0.0,1.0,0.0
02a0a1349a8045bd969dfc3948ec4796,2021-08-29 07:18:30.834,2021-08-29 07:19:30.834,2,2,0,0,2,4,1,3,0,0.25,0.75,0.0
02a0a1349a8045bd969dfc3948ec4796,2021-08-29 07:19:30.834,2021-08-29 07:20:30.834,1,0,0,1,0,3,0,3,0,0.0,1.0,0.0
02a0a1349a8045bd969dfc3948ec4796,2021-08-29 07:20:30.834,2021-08-29 07:21:30.834,1,1,0,0,1,2,1,1,0,0.5,0.5,0.0
02a0a1349a8045bd969dfc3948ec4796,2021-08-29 07:21:30.834,2021-08-29 07:22:30.834,0,0,0,0,0,3,0,3,0,0.0,1.0,0.0
02a0a1349a8045bd969dfc3948ec4796,2021-08-29 07:22:30.834,2021-08-29 07:23:30.834,1,0,0,1,0,2,0,2,0,0.0,1.0,0.0
02a0a1349a8045bd969dfc3948ec4796,2021-08-29 07:23:30.834,2021-08-29 07:24:30.834,2,0,0,2,0,2,0,2,0,0.0,1.0,0.0
02a0a1349a8045bd969dfc3948ec4796,2021-08-29 07:24:30.834,2021-08-29 07:25:30.834,0,0,0,0,0,1,0,1,0,0.0,1.0,0.0
3b6e7a4c9d65411f9342254120abcde7,2021-08-26 02:06:58.936,2021-08-26 02:07:58.936,0,0,0,0,0,7,0,1,6,0.0,0.1428571428571428,0.8571428571428571
3b6e7a4c9d65411f9342254120abcde7,2021-08-26 02:07:58.936,2021-08-26 02:08:58.936,1,1,0,0,1,2,0,2,0,0.0,1.0,0.0
3b6e7a4c9d65411f9342254120abcde7,2021-08-26 02:08:58.936,2021-08-26 02:09:58.936,0,0,0,0,0,3,0,3,0,0.0,1.0,0.0
3b6e7a4c9d65411f9342254120abcde7,2021-08-26 02:09:58.936,2021-08-26 02:10:58.936,1,0,0,1,0,2,0,2,0,0.0,1.0,0.0
3b6e7a4c9d65411f9342254120abcde7,2021-08-26 02:10:58.936,2021-08-26 02:11:58.936,2,2,1,0,1,3,0,1,2,0.0,0.3333333333333333,0.6666666666666666
3b6e7a4c9d65411f9342254120abcde7,2021-08-26 02:11:58.936,2021-08-26 02:12:58.936,0,0,0,0,0,2,0,2,0,0.0,1.0,0.0
3b6e7a4c9d65411f9342254120abcde7,2021-08-26 02:12:58.936,2021-08-26 02:13:58.936,1,1,0,0,1,2,0,2,0,0.0,1.0,0.0
3b6e7a4c9d65411f9342254120abcde7,2021-08-26 02:13:58.936,2021-08-26 02:14:58.936,0,0,0,0,0,3,0,3,0,0.0,1.0,0.0
3b6e7a4c9d65411f9342254120abcde7,2021-08-26 02:14:58.936,2021-08-26 02:15:58.936,1,1,0,0,1,3,1,2,0,0.3333333333333333,0.6666666666666666,0.0
3b6e7a4c9d65411f9342254120abcde7,2021-08-26 02:15:58.936,2021-08-26 02:16:58.936,0,0,0,0,0,3,0,3,0,0.0,1.0,0.0
3b6e7a4c9d65411f9342254120abcde7,2021-08-26 02:16:58.936,2021-08-26 02:17:58.936,0,0,0,0,0,1,0,1,0,0.0,1.0,0.0
3969517100834dbc813b628a27fed790,2021-08-25 17:30:47.020,2021-08-25 17:31:47.020,2,1,0,1,1,7,1,2,4,0.1428571428571428,0.2857142857142857,0.5714285714285714
3969517100834dbc813b628a27fed790,2021-08-25 17:31:47.020,2021-08-25 17:32:47.020,1,1,0,0,1,3,0,3,0,0.0,1.0,0.0
3969517100834dbc813b628a27fed790,2021-08-25 17:32:47.020,2021-08-25 17:33:47.020,1,1,1,0,0,3,0,3,0,0.0,1.0,0.0
3969517100834dbc813b628a27fed790,2021-08-25 17:33:47.020,2021-08-25 17:34:47.020,1,1,1,0,0,2,0,2,0,0.0,1.0,0.0
3969517100834dbc813b628a27fed790,2021-08-25 17:34:47.020,2021-08-25 17:35:47.020,0,0,0,0,0,3,0,3,0,0.0,1.0,0.0
3969517100834dbc813b628a27fed790,2021-08-25 17:35:47.020,2021-08-25 17:36:47.020,1,1,1,0,0,2,0,2,0,0.0,1.0,0.0
3969517100834dbc813b628a27fed790,2021-08-25 17:36:47.020,2021-08-25 17:37:47.020,0,0,0,0,0,3,0,3,0,0.0,1.0,0.0
3969517100834dbc813b628a27fed790,2021-08-25 17:37:47.020,2021-08-25 17:38:47.020,1,1,0,0,1,3,0,2,1,0.0,0.6666666666666666,0.3333333333333333
3969517100834dbc813b628a27fed790,2021-08-25 17:38:47.020,2021-08-25 17:39:47.020,4,4,1,0,3,3,2,0,1,0.6666666666666666,0.0,0.3333333333333333
3969517100834dbc813b628a27fed790,2021-08-25 17:39:47.020,2021-08-25 17:40:47.020,0,0,0,0,0,3,0,3,0,0.0,1.0,0.0
3969517100834dbc813b628a27fed790,2021-08-25 17:40:47.020,2021-08-25 17:41:47.020,1,1,0,0,1,5,0,5,0,0.0,1.0,0.0
3969517100834dbc813b628a27fed790,2021-08-25 17:41:47.020,2021-08-25 17:42:47.020,0,0,0,0,0,3,0,3,0,0.0,1.0,0.0
3969517100834dbc813b628a27fed790,2021-08-25 17:42:47.020,2021-08-25 17:43:47.020,0,0,0,0,0,1,0,1,0,0.0,1.0,0.0
994c929ac0db414cbb96423bb245eb7c,2021-09-01 19:03:04.754,2021-09-01 19:04:04.754,2,1,0,1,1,5,1,1,3,0.2,0.2,0.6
994c929ac0db414cbb96423bb245eb7c,2021-09-01 19:04:04.754,2021-09-01 19:05:04.754,1,0,0,1,0,3,0,3,0,0.0,1.0,0.0
994c929ac0db414cbb96423bb245eb7c,2021-09-01 19:05:04.754,2021-09-01 19:06:04.754,1,1,0,0,1,1,1,0,0,1.0,0.0,0.0
994c929ac0db414cbb96423bb245eb7c,2021-09-01 19:06:04.754,2021-09-01 19:07:04.754,0,0,0,0,0,3,0,3,0,0.0,1.0,0.0
994c929ac0db414cbb96423bb245eb7c,2021-09-01 19:07:04.754,2021-09-01 19:08:04.754,0,0,0,0,0,3,0,3,0,0.0,1.0,0.0
994c929ac0db414cbb96423bb245eb7c,2021-09-01 19:08:04.754,2021-09-01 19:09:04.754,7,5,0,2,5,7,5,2,0,0.7142857142857143,0.2857142857142857,0.0
994c929ac0db414cbb96423bb245eb7c,2021-09-01 19:09:04.754,2021-09-01 19:10:04.754,1,1,0,0,1,5,0,4,1,0.0,0.8,0.2
994c929ac0db414cbb96423bb245eb7c,2021-09-01 19:10:04.754,2021-09-01 19:11:04.754,0,0,0,0,0,4,0,4,0,0.0,1.0,0.0
994c929ac0db414cbb96423bb245eb7c,2021-09-01 19:11:04.754,2021-09-01 19:12:04.754,2,2,0,0,2,4,1,3,0,0.25,0.75,0.0
994c929ac0db414cbb96423bb245eb7c,2021-09-01 19:12:04.754,2021-09-01 19:13:04.754,0,0,0,0,0,1,0,1,0,0.0,1.0,0.0
b24842bebbc045249f59a791912f491d,2021-08-22 02:26:36.897,2021-08-22 02:27:36.897,2,2,0,0,2,6,1,0,5,0.1666666666666666,0.0,0.8333333333333334
b24842bebbc045249f59a791912f491d,2021-08-22 02:27:36.897,2021-08-22 02:28:36.897,4,4,1,0,3,3,1,0,2,0.3333333333333333,0.0,0.6666666666666666
b24842bebbc045249f59a791912f491d,2021-08-22 02:28:36.897,2021-08-22 02:29:36.897,3,3,0,0,3,3,0,1,2,0.0,0.3333333333333333,0.6666666666666666
b24842bebbc045249f59a791912f491d,2021-08-22 02:29:36.897,2021-08-22 02:30:36.897,3,1,0,2,1,2,0,2,0,0.0,1.0,0.0
b24842bebbc045249f59a791912f491d,2021-08-22 02:30:36.897,2021-08-22 02:31:36.897,2,2,2,0,0,2,0,1,1,0.0,0.5,0.5
b24842bebbc045249f59a791912f491d,2021-08-22 02:31:36.897,2021-08-22 02:32:36.897,1,0,0,1,0,1,0,1,0,0.0,1.0,0.0
b24842bebbc045249f59a791912f491d,2021-08-22 02:32:36.897,2021-08-22 02:33:36.897,3,1,0,2,1,3,0,3,0,0.0,1.0,0.0
b24842bebbc045249f59a791912f491d,2021-08-22 02:33:36.897,2021-08-22 02:34:36.897,1,1,0,0,1,2,1,1,0,0.5,0.5,0.0
b24842bebbc045249f59a791912f491d,2021-08-22 02:34:36.897,2021-08-22 02:35:36.897,3,3,0,0,3,2,0,2,0,0.0,1.0,0.0
b24842bebbc045249f59a791912f491d,2021-08-22 02:35:36.897,2021-08-22 02:36:36.897,2,2,0,0,2,5,1,4,0,0.2,0.8,0.0
b24842bebbc045249f59a791912f491d,2021-08-22 02:36:36.897,2021-08-22 02:37:36.897,0,0,0,0,0,1,0,1,0,0.0,1.0,0.0
e34e7611bef74a0aafda89752af534f3,2021-09-03 14:09:25.034,2021-09-03 14:10:25.034,0,0,0,0,0,3,0,3,0,0.0,1.0,0.0
e34e7611bef74a0aafda89752af534f3,2021-09-03 14:10:25.034,2021-09-03 14:11:25.034,1,1,0,0,1,2,0,2,0,0.0,1.0,0.0
e34e7611bef74a0aafda89752af534f3,2021-09-03 14:11:25.034,2021-09-03 14:12:25.034,0,0,0,0,0,3,0,3,0,0.0,1.0,0.0
e34e7611bef74a0aafda89752af534f3,2021-09-03 14:12:25.034,2021-09-03 14:13:25.034,1,1,0,0,1,4,1,3,0,0.25,0.75,0.0
e34e7611bef74a0aafda89752af534f3,2021-09-03 14:13:25.034,2021-09-03 14:14:25.034,0,0,0,0,0,4,0,4,0,0.0,1.0,0.0
e34e7611bef74a0aafda89752af534f3,2021-09-03 14:14:25.034,2021-09-03 14:15:25.034,1,1,0,0,1,3,0,2,1,0.0,0.6666666666666666,0.3333333333333333
e34e7611bef74a0aafda89752af534f3,2021-09-03 14:15:25.034,2021-09-03 14:16:25.034,1,1,0,0,1,4,1,3,0,0.25,0.75,0.0
e34e7611bef74a0aafda89752af534f3,2021-09-03 14:16:25.034,2021-09-03 14:17:25.034,1,1,0,0,1,4,1,3,0,0.25,0.75,0.0
e34e7611bef74a0aafda89752af534f3,2021-09-03 14:17:25.034,2021-09-03 14:18:25.034,1,0,0,1,0,2,0,2,0,0.0,1.0,0.0
e34e7611bef74a0aafda89752af534f3,2021-09-03 14:18:25.034,2021-09-03 14:19:25.034,1,1,0,0,1,4,0,4,0,0.0,1.0,0.0
e34e7611bef74a0aafda89752af534f3,2021-09-03 14:19:25.034,2021-09-03 14:20:25.034,1,0,0,1,0,4,0,4,0,0.0,1.0,0.0
e34e7611bef74a0aafda89752af534f3,2021-09-03 14:20:25.034,2021-09-03 14:21:25.034,2,1,0,1,1,2,0,1,1,0.0,0.5,0.5
e34e7611bef74a0aafda89752af534f3,2021-09-03 14:21:25.034,2021-09-03 14:22:25.034,0,0,0,0,0,2,0,2,0,0.0,1.0,0.0
e34e7611bef74a0aafda89752af534f3,2021-09-03 14:22:25.034,2021-09-03 14:23:25.034,0,0,0,0,0,1,0,1,0,0.0,1.0,0.0
5773114053f147a69bd6790843ea4fd8,2021-08-22 01:36:55.097,2021-08-22 01:37:55.097,5,2,0,3,2,9,1,1,7,0.1111111111111111,0.1111111111111111,0.7777777777777778
5773114053f147a69bd6790843ea4fd8,2021-08-22 01:37:55.097,2021-08-22 01:38:55.097,0,0,0,0,0,6,0,6,0,0.0,1.0,0.0
5773114053f147a69bd6790843ea4fd8,2021-08-22 01:38:55.097,2021-08-22 01:39:55.097,0,0,0,0,0,3,0,3,0,0.0,1.0,0.0
5773114053f147a69bd6790843ea4fd8,2021-08-22 01:39:55.097,2021-08-22 01:40:55.097,0,0,0,0,0,5,0,5,0,0.0,1.0,0.0
5773114053f147a69bd6790843ea4fd8,2021-08-22 01:40:55.097,2021-08-22 01:41:55.097,0,0,0,0,0,5,0,5,0,0.0,1.0,0.0
5773114053f147a69bd6790843ea4fd8,2021-08-22 01:41:55.097,2021-08-22 01:42:55.097,0,0,0,0,0,2,0,2,0,0.0,1.0,0.0
5773114053f147a69bd6790843ea4fd8,2021-08-22 01:42:55.097,2021-08-22 01:43:55.097,0,0,0,0,0,2,0,2,0,0.0,1.0,0.0
5773114053f147a69bd6790843ea4fd8,2021-08-22 01:43:55.097,2021-08-22 01:44:55.097,3,2,1,1,1,5,1,3,1,0.2,0.6,0.2
5773114053f147a69bd6790843ea4fd8,2021-08-22 01:44:55.097,2021-08-22 01:45:55.097,0,0,0,0,0,3,0,3,0,0.0,1.0,0.0
5773114053f147a69bd6790843ea4fd8,2021-08-22 01:45:55.097,2021-08-22 01:46:55.097,1,0,0,1,0,3,0,3,0,0.0,1.0,0.0
5773114053f147a69bd6790843ea4fd8,2021-08-22 01:46:55.097,2021-08-22 01:47:55.097,1,1,1,0,0,6,0,5,1,0.0,0.8333333333333334,0.1666666666666666
5773114053f147a69bd6790843ea4fd8,2021-08-22 01:47:55.097,2021-08-22 01:48:55.097,0,0,0,0,0,4,0,4,0,0.0,1.0,0.0
9d363533d9734263b3feda158f5cfb69,2021-08-19 22:57:08.644,2021-08-19 22:58:08.644,0,0,0,0,0,5,0,2,3,0.0,0.4,0.6
9d363533d9734263b3feda158f5cfb69,2021-08-19 22:58:08.644,2021-08-19 22:59:08.644,0,0,0,0,0,5,0,5,0,0.0,1.0,0.0
9d363533d9734263b3feda158f5cfb69,2021-08-19 22:59:08.644,2021-08-19 23:00:08.644,0,0,0,0,0,6,0,6,0,0.0,1.0,0.0
9d363533d9734263b3feda158f5cfb69,2021-08-19 23:00:08.644,2021-08-19 23:01:08.644,0,0,0,0,0,5,0,5,0,0.0,1.0,0.0
9d363533d9734263b3feda158f5cfb69,2021-08-19 23:01:08.644,2021-08-19 23:02:08.644,2,1,1,1,0,5,0,5,0,0.0,1.0,0.0
9d363533d9734263b3feda158f5cfb69,2021-08-19 23:02:08.644,2021-08-19 23:03:08.644,0,0,0,0,0,7,0,7,0,0.0,1.0,0.0
9d363533d9734263b3feda158f5cfb69,2021-08-19 23:03:08.644,2021-08-19 23:04:08.644,0,0,0,0,0,5,0,5,0,0.0,1.0,0.0
9d363533d9734263b3feda158f5cfb69,2021-08-19 23:04:08.644,2021-08-19 23:05:08.644,0,0,0,0,0,5,0,5,0,0.0,1.0,0.0
9d363533d9734263b3feda158f5cfb69,2021-08-19 23:05:08.644,2021-08-19 23:06:08.644,0,0,0,0,0,6,0,6,0,0.0,1.0,0.0
9d363533d9734263b3feda158f5cfb69,2021-08-19 23:06:08.644,2021-08-19 23:07:08.644,0,0,0,0,0,4,0,4,0,0.0,1.0,0.0
9d363533d9734263b3feda158f5cfb69,2021-08-19 23:07:08.644,2021-08-19 23:08:08.644,1,1,0,0,1,1,1,0,0,1.0,0.0,0.0
